name,lon,lat
Władysława Nehringa,17.0560709246615,51.112362313737414
Wilhelma Roentgena,17.063528558962556,51.114254615859664
Łukasza Górnickiego,17.055435394887617,51.116374078833864
Ładna,17.0549665,51.11501425
Mikołaja Reja,17.057711094526294,51.11439034459978
Starogroblowa,17.007003700097084,51.12598611955647
Popowicka,16.98245345,51.12997045
Pilczycka,16.96139895,51.1391723
Dworska,16.95414065702427,51.1435432450497
Maślicka,16.9225973,51.15763805
Brodzka,16.9227057,51.1577121
Królewiecka,16.922812076261803,51.15751248475605
Główna,16.8963763,51.163320850000005
Stabłowicka,16.896344650944066,51.16340747880679
Karczemna,16.91340615,51.17321565000001
Pracka,16.9133,51.173075499999996
Urodzajna,16.91379615,51.17282445
Marszowicka,16.8905965,51.167410450000006
Wilkszyńska,16.890611813432297,51.16755618283778
Jana Długosza,17.0687599,51.1369778
Austriacka,16.97241356234823,51.106079307191344
Duńska,16.97210025,51.109524300000004
Szkocka,16.968406151358252,51.10966647483325
Traktatowa,16.97062195,51.11145399999999
Aleja Straży Akademickiej,17.061342014614535,51.10829423086816
Ignacego Łukasiewicza,17.065017869471365,51.10954468560416
Ludwika Pugeta,17.08487625,51.10009035
Bolesława Biegasa,17.08512406546214,51.09994359244469
Edwarda Dembowskiego,17.099157152785324,51.10640573291916
Zielonego Dębu,17.085433262087424,51.10722787082989
Czarnoleska,17.08354655,51.10616595
Kosynierów Gdyńskich,17.10154359822917,51.11082936428511
Księdza Stanisława Brzóski,17.102027993348702,51.11085301392229
Rafała Krajewskiego,17.0960305,51.11011595
Bartosza Głowackiego,17.09598325,51.1101748
Partyzantów,17.102791368821936,51.110012619096615
Andrzeja Potebni,17.101184,51.10981705000001
Pierwszej Dywizji,17.102387305907076,51.10846332015525
Zygmunta Sierakowskiego,17.1042756,51.10903654999999
Monte Cassino,17.10679267035828,51.10764353368742
Ewy i Karola Maleczyńskich,16.971925704241205,51.07404397093476
Kupiecka,16.974941599788355,51.073243537751445
Kreślarska,16.994073841799548,51.091336675839685
Makowa,16.99433313695923,51.09191232705779
Plac Bzowy,16.99182775,51.09325265
Słonecznikowa,16.990942921476012,51.09200221327455
Księgowa,16.9895078,51.09296195
Manganowa,17.0028152,51.103143149999994
Spiżowa,17.000760266768655,51.10280239626228
Brązowa,17.000785803047172,51.10156744997208
Mosiężna,17.00062095,51.100487150000006
Miedziana,16.998644475804483,51.09911624504015
Brzoskwiniowa,17.04031618552187,51.08024656692954
Orzechowa,17.040759335270366,51.08046633880966
Jabłeczna,17.03821955350186,51.080771579162175
Wilanowska,17.131834709879563,51.15440169109741
Królewska,17.129252101288436,51.15490691225911
Zatorska,17.1336202,51.16038115
Generała Leopolda Okulickiego,17.124330788105738,51.16161153764175
Danuty Siedzikówny,17.12958568885059,51.160084223964816
Bulwar Tadka Jasińskiego,17.022715599999998,51.109964399999996
Kładka Świętego Antoniego,17.022370208063958,51.109956278614675
Kładka Sądowa,17.027612228661223,51.10595046126127
Promenada Staromiejska,17.031341400000002,51.1044991
Wystawowa,17.07382715,51.1085298
Parkowa,17.07382089982073,51.10897721197477
Świętego Antoniego,17.026662652179542,51.10917501019933
Więzienna,17.03215635,51.1115061
Igielna,17.03253709039197,51.111454692955675
Jatki,17.030102800353852,51.112235452261274
Świętej Elżbiety,17.03109355,51.11175245
Kaznodziejska,17.03658814593126,51.108822580700924
Świętej Marii Magdaleny,17.035454450000003,51.10916295
Wierzbowa,17.03729285,51.1071961
Teatralna,17.037523399999998,51.104978349999996
Mennicza,17.033475703165518,51.106241761408526
Widok,17.033460728413598,51.106602317071285
Świętej Trójcy,17.02003785,51.10565115
Plac Rozjezdny,17.0202056,51.1022175
Wincentego Stysia,17.02108455875531,51.10079684274698
Jęczmienna,17.015195300000002,51.102658950000006
Joannitów,17.037078319137237,51.09698213015702
Jana Władysława Dawida,17.037142503389163,51.09492202357886
Plac Zgody,17.053617218383906,51.1003574510671
Stanisława Więckowskiego,17.054600031865455,51.09936367294263
Na Niskich Łąkach,17.056272375645367,51.09662978474746
Żegiestowska,17.037436746418276,51.08306290847341
Góralska,17.001379898281474,51.10675034190281
Smolecka,17.00539157186313,51.111132265956705
Zaolziańska,17.02572185,51.09668585
Zgodna,17.05191275,51.0988189
Karwińska,17.077361654268948,51.08180110090013
Opolska,17.07777990855589,51.08170657991269
Gazowa,17.075120534442544,51.07746192388896
Ignacego Mościckiego,17.07566868831064,51.07642494178106
Wiaduktowa,17.076568369448257,51.0739207743358
Morwowa,17.058173803612178,51.07673087631071
Kosmonautów,16.87984269126247,51.14516512797253
Wschowska,16.88091877251735,51.14496178756096
Wielkopolska,16.8769772156395,51.14544455180526
Dolnobrzeska,16.8672653257599,51.145927573215346
Średzka,16.86717620853273,51.1458866539354
aleja Dąbska,17.08060092086955,51.11086730562758
Karola Marcinkowskiego,17.069758450000002,51.111742500000005
Tytusa Chałubińskiego,17.065724705053334,51.10961376665257
Jana Mikulicza-Radeckiego,17.067722023882006,51.11145029073916
Zaułek Ferdynanda Lassalla,17.027481581265103,51.08783921546037
Łódzka,17.03890155058798,51.09236280085071
Boczna,17.043428185710223,51.09242678110325
Edwarda Suchardy,17.06477874423847,51.115355550820176
Nowowiejska,17.063726162499066,51.11592257098903
Czerwonego Krzyża,17.064737501314504,51.11628331229639
Sołtysowicka,17.07412327865683,51.14665397808271
Zenona Miriama Przesmyckiego,17.06721715,51.138154549999996
Koszarowa,17.0697646,51.1400484
Stanisława Przybyszewskiego,17.061731568966962,51.1404847859642
aleja Jana Kasprowicza,17.06055166416735,51.13879210352778
Władysława Broniewskiego,17.036453692241288,51.13584579476344
Plac Słowiański,17.04350355,51.12407725
Słowiańska,17.043210950033473,51.12409186544327
Ołbińska,17.03845197676595,51.12319922982691
Trzebnicka,17.035737040461793,51.12475854991292
Plac Powstańców Wielkopolskich,17.03567340382202,51.12482542106328
Zawalna,17.03650216017535,51.1344178815503
Plac Świętego Macieja,17.036682849210106,51.11939667225417
Henryka Pobożnego,17.036618299538347,51.12064741483394
Plac Strzelecki,17.03014800031523,51.12269173558681
Wincentego Pola,17.040040052021887,51.14405257182078
Lipska,16.986946850000002,51.144656049999995
Witkowska,16.98462344842439,51.14722665322815
Rozbrat,17.05355385,51.1192207
Chemiczna,17.0561522,51.118139299999996
Ukryta,17.054333,51.11818355
most Strachociński,17.13377291874112,51.11330143274819
Strachocińska,17.13549287043712,51.11327728291128
Wilczycka,17.135295206415424,51.1134200443038
Miłoszycka,17.1290391,51.1155947
Ludowa,17.129208900000002,51.11552699999999
Swojczycka,17.1271022,51.11457985
Wschodnia,17.136188150000002,51.1153422
Krzysztofa Kolumba,17.119359983737237,51.11335251153216
Marca Polo,17.1110397,51.11522465
most Swojczycki,17.10870225124528,51.11396754415553
aleja Ignacego Jana Paderewskiego,17.09010560094467,51.11749279131178
rondo Wrocławskich Olimpijczyków,17.089978300784985,51.117822110744704
Stanisława Moniuszki,17.08968235,51.118959749999995
Jana i Jędrzeja Śniadeckich,17.08061945,51.119591
Dobroszycka,17.119556076451612,51.15029248186448
Kościerzyńska,17.08186835,51.13184239999999
Kwidzyńska,17.081449338256537,51.13185586060193
Toruńska,17.07870445790818,51.131609095858664
Giżycka,17.0673356,51.13294395
Stefana Żeromskiego,17.04580895,51.1197716
Świętokrzyska,17.04483525,51.11718195
Oleśnicka,17.04628855,51.12092775
Franklina Delano Roosevelta,17.042867299999997,51.1216145
Bolesława Chrobrego,17.035188631319965,51.12055700193723
Paulińska,17.03511730667334,51.120493604960345
Henryka Brodatego,17.035441917653927,51.1193393914274
Śrutowa,17.03322545,51.1186454
Przeskok,17.046542702031612,51.11972586413635
Parafialna,17.02252984151202,51.05705455623863
Generała Tadeusza Kutrzeby,17.02246769288687,51.05696740433447
Bartłomieja Strachowskiego,17.022580289644736,51.05698564547436
Pszczelarska,17.02300353227179,51.0574821091155
Generała Stefana Grota-Roweckiego,17.03213453876486,51.06322408856608
Jana Parandowskiego,16.946713578620344,51.10357258708343
Janusza Meissnera,16.94950758438358,51.10313826072349
Zenona Kosidowskiego,16.948040838333085,51.103304927943455
Tadeusza Dołęgi-Mostowicza,16.94877195269942,51.10320153687629
Płaska,16.932525300000002,51.121447399999994
Rumiankowa,16.932453699265093,51.121405519202504
Objazdowa,16.91734545,51.12360495
Żernicka,16.91789220796338,51.12358734074977
Halicka,16.902626654636418,51.13655345675296
Podpułkownika Stanisława Skarżyńskiego,16.8986429,51.10519634999999
Cichociemnych,16.89924364040412,51.105132984656244
Budziszyńska,16.95967735,51.11281185
Gubińska,16.959570749999997,51.112833499999994
Wojrowicka,16.95870465,51.1138478
Chociebuska,16.958700649999997,51.117749200000006
Balonowa,16.96082587763482,51.122510970065335
Eugeniusza Horbaczewskiego,16.97029125,51.1199093
Zemska,16.95320495,51.11973365
Jerzmanowska,16.91433720977038,51.12527886041448
Piołunowa,16.879757599999998,51.122376700000004
Płużna,16.87970975,51.12231395
Rdestowa,16.87915984926201,51.121035204758975
Augustyna Kośnego,16.86336292646303,51.12075893005777
Jarnołtowska,16.863310267842618,51.12063324282377
Samotworska,16.84783367618867,51.119252422989405
Przednia,16.922781265843415,51.123618199278084
Złotnicka,16.8798789,51.13402945
Kielecka,16.884779,51.132708699999995
Zakopiańska,16.8846919,51.132704800000006
Nowotarska,16.885749699999998,51.1359121
Przemyska,16.88500135222389,51.13879732036634
Żwirowa,16.88493997796021,51.13918269028386
Rawicka,16.881107,51.142620050000005
Kiełczowska,17.12608225,51.14671135
Bierutowska,17.11631455,51.14763455
Gorlicka,17.11643895,51.1452707
Zielna,17.11657055,51.145233
Litewska,17.1290051,51.1422412
